Ano;Órgão Orçamentário;Função;Unidade Orçamentária;Programa;Ação;Localizador;Região;UF;Município;Plano Orçamentário;Grupo de Despesa;Modalidade de Aplicação;Natureza de Despesa;Resultado Primário;Fonte;Subfunção;Origem do Crédito;Objetivo;Projeto de Lei;Dotação Inicial;Dotação Atual;Empenhado;Liquidado;Pago
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31900109 - ADICIONAL POR TEMPO DE SERVICO PESSOAL CIVIL;1 - Primária obrigatória, considerada no cálculo do RP;156 - Contribuição do Servidor para o Plano de Seguridade Social do Servidor Público;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];0;0;0;1.423.788;1.423.788;1.423.788
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31900109 - ADICIONAL POR TEMPO DE SERVICO PESSOAL CIVIL;1 - Primária obrigatória, considerada no cálculo do RP;169 - Contribuição Patronal para o Plano de Seguridade Social do Servidor Público;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];0;0;0;4.992.587;4.992.587;4.992.587
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31900187 - COMPLEMENTACAO DE APOSENTADORIAS - PES CIVIL;1 - Primária obrigatória, considerada no cálculo do RP;156 - Contribuição do Servidor para o Plano de Seguridade Social do Servidor Público;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];0;0;0;53.577;53.577;53.577
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31900187 - COMPLEMENTACAO DE APOSENTADORIAS - PES CIVIL;1 - Primária obrigatória, considerada no cálculo do RP;169 - Contribuição Patronal para o Plano de Seguridade Social do Servidor Público;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];0;0;0;114.271;114.271;114.271
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31900300 - Pensões;1 - Primária obrigatória, considerada no cálculo do RP;100 - Recursos Primários de Livre Aplicação;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];5.874.883;0;0;0;0;0
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31900300 - Pensões;1 - Primária obrigatória, considerada no cálculo do RP;156 - Contribuição do Servidor para o Plano de Seguridade Social do Servidor Público;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];1.372.489;0;0;0;0;0
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31900301 - PENSOES CIVIS;1 - Primária obrigatória, considerada no cálculo do RP;100 - Recursos Primários de Livre Aplicação;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];0;0;0;7.984.949;7.984.949;7.984.949
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31900303 - 13 SALARIO - PENSOES CIVIS;1 - Primária obrigatória, considerada no cálculo do RP;100 - Recursos Primários de Livre Aplicação;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];0;0;0;670.378;670.378;670.378
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31900306 - LICENCA-PREMIO PARA PENSIONISTA CIVIL;1 - Primária obrigatória, considerada no cálculo do RP;100 - Recursos Primários de Livre Aplicação;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];0;0;0;79.516;79.516;79.516
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31900800 - Outros Benefícios Assistenciais do servidor e do militar;1 - Primária obrigatória, considerada no cálculo do RP;100 - Recursos Primários de Livre Aplicação;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];67.749;0;0;0;0;0
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31900803 - INSCRICAO DE RESTOS A PAGAR;1 - Primária obrigatória, considerada no cálculo do RP;100 - Recursos Primários de Livre Aplicação;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];0;0;0;87.289;87.289;87.289
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31900805 - INSCRICAO DE RESTOS A PAGAR;1 - Primária obrigatória, considerada no cálculo do RP;100 - Recursos Primários de Livre Aplicação;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];0;0;0;2.957;2.957;2.957
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31909100 - Sentenças Judiciais;1 - Primária obrigatória, considerada no cálculo do RP;100 - Recursos Primários de Livre Aplicação;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];1.507.542;0;0;0;0;0
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31909129 - SENT JUDICIAIS DE PEQ VALOR - INATIVO MILITAR;1 - Primária obrigatória, considerada no cálculo do RP;156 - Contribuição do Servidor para o Plano de Seguridade Social do Servidor Público;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];0;0;0;31.924;31.924;31.924
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31909134 - INSCRICAO DE RESTOS A PAGAR;1 - Primária obrigatória, considerada no cálculo do RP;156 - Contribuição do Servidor para o Plano de Seguridade Social do Servidor Público;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];0;0;0;1.309.390;1.309.390;1.309.390
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31909141 - SENT.JUDIC.TRANS.JULG.CAR.UN-PENSIONITA CIVIL;1 - Primária obrigatória, considerada no cálculo do RP;100 - Recursos Primários de Livre Aplicação;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];0;0;0;777;777;777
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31909141 - SENT.JUDIC.TRANS.JULG.CAR.UN-PENSIONITA CIVIL;1 - Primária obrigatória, considerada no cálculo do RP;156 - Contribuição do Servidor para o Plano de Seguridade Social do Servidor Público;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];0;0;0;13.154;13.154;13.154
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31909200 - Despesas de Exercicios Anteriores;1 - Primária obrigatória, considerada no cálculo do RP;100 - Recursos Primários de Livre Aplicação;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];236.257;0;0;0;0;0
2012;26000 - Ministério da Educação;09 - Previdência Social;26252 - Universidade Federal de Campina Grande;0089 - Previdência de Inativos e Pensionistas da União;0181 - Pagamento de Aposentadorias e Pensões - Servidores Civis;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];1 - Pessoal e Encargos Sociais;90 - Aplicações Diretas;31909201 - APOSENTADORIAS, RESERVA REMUNERADA E REFORMAS;1 - Primária obrigatória, considerada no cálculo do RP;100 - Recursos Primários de Livre Aplicação;272 - Previdência do Regime Estatutário;A - Inicial (LOA);[valor não detalhado];0;0;0;423.272;423.272;423.272
2012;26000 - Ministério da Educação;12 - Educação;26252 - Universidade Federal de Campina Grande;2030 - Educação Básica;20RJ - Apoio à Capacitação e Formação Inicial e Continuada de Professores, Profissionais, Funcionários e Gestores para a Educação Básica;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];3 - Outras Despesas Correntes;90 - Aplicações Diretas;33900000 - Aplicações Diretas;2 - Primária discricionária, considerada no cálculo do RP;112 - Código Extinto a partir de 01.jan.2018;368 - Educação Básica;A - Inicial (LOA);0597 - Promover, em articulação com os sistemas de ensino estaduais...;0;227.392;227.392;0;0;0
2012;26000 - Ministério da Educação;12 - Educação;26252 - Universidade Federal de Campina Grande;2030 - Educação Básica;20RJ - Apoio à Capacitação e Formação Inicial e Continuada de Professores, Profissionais, Funcionários e Gestores para a Educação Básica;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903900 - Outros Serviços de Terceiros - Pessoa Jurídica;2 - Primária discricionária, considerada no cálculo do RP;112 - Código Extinto a partir de 01.jan.2018;368 - Educação Básica;A - Inicial (LOA);0597 - Promover, em articulação com os sistemas de ensino estaduais...;227.392;0;0;0;0;0
2012;26000 - Ministério da Educação;12 - Educação;26252 - Universidade Federal de Campina Grande;2030 - Educação Básica;20RJ - Apoio à Capacitação e Formação Inicial e Continuada de Professores, Profissionais, Funcionários e Gestores para a Educação Básica;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];4 - Investimentos;90 - Aplicações Diretas;44900000 - Aplicações Diretas;2 - Primária discricionária, considerada no cálculo do RP;112 - Código Extinto a partir de 01.jan.2018;368 - Educação Básica;A - Inicial (LOA);0597 - Promover, em articulação com os sistemas de ensino estaduais...;0;2.500;2.500;0;0;0
2012;26000 - Ministério da Educação;12 - Educação;26252 - Universidade Federal de Campina Grande;2030 - Educação Básica;20RJ - Apoio à Capacitação e Formação Inicial e Continuada de Professores, Profissionais, Funcionários e Gestores para a Educação Básica;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];4 - Investimentos;90 - Aplicações Diretas;44905200 - Equipamentos e Material Permanente;2 - Primária discricionária, considerada no cálculo do RP;112 - Código Extinto a partir de 01.jan.2018;368 - Educação Básica;A - Inicial (LOA);0597 - Promover, em articulação com os sistemas de ensino estaduais...;2.500;0;0;0;0;0
2012;26000 - Ministério da Educação;12 - Educação;26252 - Universidade Federal de Campina Grande;2032 - Educação Superior - Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão;20GK - Fomento às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];3 - Outras Despesas Correntes;90 - Aplicações Diretas;33900000 - Aplicações Diretas;2 - Primária discricionária, considerada no cálculo do RP;112 - Código Extinto a partir de 01.jan.2018;364 - Ensino Superior;A - Inicial (LOA);0803 - Apoiar a formação de pessoal qualificado em nível superior...;0;375.208;375.208;0;0;0
2012;26000 - Ministério da Educação;12 - Educação;26252 - Universidade Federal de Campina Grande;2032 - Educação Superior - Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão;20GK - Fomento às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];3 - Outras Despesas Correntes;90 - Aplicações Diretas;33900000 - Aplicações Diretas;2 - Primária discricionária, considerada no cálculo do RP;312 - Recursos Destinados à Manutenção e Desenvolvimento do Ensino - SUPERÁVIT;364 - Ensino Superior;A - Inicial (LOA);0803 - Apoiar a formação de pessoal qualificado em nível superior...;0;0;26.801;0;0;0
2012;26000 - Ministério da Educação;12 - Educação;26252 - Universidade Federal de Campina Grande;2032 - Educação Superior - Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão;20GK - Fomento às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];3 - Outras Despesas Correntes;90 - Aplicações Diretas;33901414 - DIARIAS NO PAIS;2 - Primária discricionária, considerada no cálculo do RP;112 - Código Extinto a partir de 01.jan.2018;364 - Ensino Superior;A - Inicial (LOA);0803 - Apoiar a formação de pessoal qualificado em nível superior...;36.239;0;0;7.735;7.735;7.735
2012;26000 - Ministério da Educação;12 - Educação;26252 - Universidade Federal de Campina Grande;2032 - Educação Superior - Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão;20GK - Fomento às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];3 - Outras Despesas Correntes;90 - Aplicações Diretas;33901800 - Auxílio Financeiro a Estudantes;2 - Primária discricionária, considerada no cálculo do RP;112 - Código Extinto a partir de 01.jan.2018;364 - Ensino Superior;A - Inicial (LOA);0803 - Apoiar a formação de pessoal qualificado em nível superior...;181.440;0;0;0;0;0
2012;26000 - Ministério da Educação;12 - Educação;26252 - Universidade Federal de Campina Grande;2032 - Educação Superior - Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão;20GK - Fomento às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];3 - Outras Despesas Correntes;90 - Aplicações Diretas;33901801 - BOLSAS DE ESTUDO NO PAIS;2 - Primária discricionária, considerada no cálculo do RP;112 - Código Extinto a partir de 01.jan.2018;364 - Ensino Superior;A - Inicial (LOA);0803 - Apoiar a formação de pessoal qualificado em nível superior...;0;0;0;181.440;165.890;163.010
2012;26000 - Ministério da Educação;12 - Educação;26252 - Universidade Federal de Campina Grande;2032 - Educação Superior - Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão;20GK - Fomento às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903000 - Material de Consumo;2 - Primária discricionária, considerada no cálculo do RP;112 - Código Extinto a partir de 01.jan.2018;364 - Ensino Superior;A - Inicial (LOA);0803 - Apoiar a formação de pessoal qualificado em nível superior...;58.379;0;0;0;0;0
2012;26000 - Ministério da Educação;12 - Educação;26252 - Universidade Federal de Campina Grande;2032 - Educação Superior - Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão;20GK - Fomento às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão;0025 - No Estado da Paraíba;NE - Região Nordeste;PB - Paraíba;-;[valor não detalhado];3 - Outras Despesas Correntes;90 - Aplicações Diretas;33903016 - MATERIAL DE EXPEDIENTE;2 - Primária discricionária, considerada no cálculo do RP;112 - Código Extinto a partir de 01.jan.2018;364 - Ensino Superior;A - Inicial (LOA);0803 - Apoiar a formação de pessoal qualificado em nível superior...;0;0;0;2.086;1.435;1.435
